1D,Points:,20,Time:,0.00013637542724609375
1D,Points:,20,Time:,0.00013136863708496094
1D,Points:,21,Time:,0.0001304149627685547
1D,Points:,21,Time:,8.0108642578125e-05
1D,Points:,22,Time:,7.271766662597656e-05
1D,Points:,22,Time:,4.982948303222656e-05
1D,Points:,23,Time:,0.00013327598571777344
1D,Points:,23,Time:,5.555152893066406e-05
1D,Points:,24,Time:,8.535385131835938e-05
1D,Points:,24,Time:,7.009506225585938e-05
1D,Points:,25,Time:,9.083747863769531e-05
1D,Points:,25,Time:,6.580352783203125e-05
1D,Points:,26,Time:,0.0001881122589111328
1D,Points:,26,Time:,0.00011348724365234375
1D,Points:,27,Time:,0.00013518333435058594
1D,Points:,27,Time:,0.0001380443572998047
1D,Points:,28,Time:,0.0001285076141357422
1D,Points:,28,Time:,9.34600830078125e-05
1D,Points:,29,Time:,0.000244140625
1D,Points:,29,Time:,0.00011444091796875
1D,Points:,30,Time:,9.274482727050781e-05
1D,Points:,30,Time:,6.723403930664062e-05
1D,Points:,31,Time:,9.560585021972656e-05
1D,Points:,31,Time:,7.367134094238281e-05
1D,Points:,32,Time:,9.870529174804688e-05
1D,Points:,32,Time:,7.319450378417969e-05
1D,Points:,33,Time:,0.00016927719116210938
1D,Points:,33,Time:,0.00014543533325195312
1D,Points:,34,Time:,0.00016641616821289062
1D,Points:,34,Time:,9.107589721679688e-05
1D,Points:,35,Time:,0.00013327598571777344
1D,Points:,35,Time:,7.200241088867188e-05
1D,Points:,36,Time:,0.00010228157043457031
1D,Points:,36,Time:,7.390975952148438e-05
1D,Points:,37,Time:,9.918212890625e-05
1D,Points:,37,Time:,7.343292236328125e-05
1D,Points:,38,Time:,0.00010204315185546875
1D,Points:,38,Time:,7.700920104980469e-05
1D,Points:,39,Time:,0.00014925003051757812
1D,Points:,39,Time:,0.00017380714416503906
1D,Points:,40,Time:,0.00011444091796875
1D,Points:,40,Time:,0.00010657310485839844
1D,Points:,41,Time:,0.00011157989501953125
1D,Points:,41,Time:,0.00010514259338378906
1D,Points:,42,Time:,0.00014209747314453125
1D,Points:,42,Time:,0.00010991096496582031
1D,Points:,43,Time:,0.00013899803161621094
1D,Points:,43,Time:,0.00011563301086425781
1D,Points:,44,Time:,0.00011444091796875
1D,Points:,44,Time:,8.487701416015625e-05
1D,Points:,45,Time:,0.00011587142944335938
1D,Points:,45,Time:,8.988380432128906e-05
1D,Points:,46,Time:,0.0004379749298095703
1D,Points:,46,Time:,0.000667572021484375
1D,Points:,47,Time:,0.00011801719665527344
1D,Points:,47,Time:,9.322166442871094e-05
1D,Points:,48,Time:,0.0001556873321533203
1D,Points:,48,Time:,0.00014138221740722656
1D,Points:,49,Time:,0.00018358230590820312
1D,Points:,49,Time:,0.0001342296600341797
1D,Points:,50,Time:,0.00016736984252929688
1D,Points:,50,Time:,0.00013685226440429688
1D,Points:,51,Time:,0.00012350082397460938
1D,Points:,51,Time:,0.00010085105895996094
1D,Points:,52,Time:,0.00012946128845214844
1D,Points:,52,Time:,0.00010228157043457031
1D,Points:,53,Time:,0.00012803077697753906
1D,Points:,53,Time:,0.00010442733764648438
1D,Points:,54,Time:,0.00012540817260742188
1D,Points:,54,Time:,9.965896606445312e-05
1D,Points:,55,Time:,0.0001347064971923828
1D,Points:,55,Time:,0.00010371208190917969
1D,Points:,56,Time:,0.0001361370086669922
1D,Points:,56,Time:,0.0001125335693359375
1D,Points:,57,Time:,0.00012159347534179688
1D,Points:,57,Time:,0.00010061264038085938
1D,Points:,58,Time:,0.00012087821960449219
1D,Points:,58,Time:,9.393692016601562e-05
1D,Points:,59,Time:,0.00024127960205078125
1D,Points:,59,Time:,0.0002162456512451172
1D,Points:,60,Time:,0.00012493133544921875
1D,Points:,60,Time:,0.00010609626770019531
1D,Points:,61,Time:,0.0001251697540283203
1D,Points:,61,Time:,0.0001010894775390625
1D,Points:,62,Time:,0.00012993812561035156
1D,Points:,62,Time:,0.000102996826171875
1D,Points:,63,Time:,0.00013065338134765625
1D,Points:,63,Time:,0.00011110305786132812
1D,Points:,64,Time:,0.00013184547424316406
1D,Points:,64,Time:,0.00010275840759277344
1D,Points:,65,Time:,0.0001327991485595703
1D,Points:,65,Time:,0.00010824203491210938
