1D,Points:,10,Time:,8.130073547363281e-05
1D,Points:,10,Time:,2.9087066650390625e-05
1D,Points:,10,Time:,2.5987625122070312e-05
1D,Points:,10,Time:,2.5510787963867188e-05
1D,Points:,10,Time:,2.6941299438476562e-05
1D,Points:,10,Time:,2.5033950805664062e-05
1D,Points:,10,Time:,2.6464462280273438e-05
1D,Points:,10,Time:,2.9325485229492188e-05
1D,Points:,10,Time:,2.7179718017578125e-05
1D,Points:,10,Time:,2.6702880859375e-05
1D,Points:,10,Time:,2.5272369384765625e-05
1D,Points:,10,Time:,2.47955322265625e-05
1D,Points:,10,Time:,2.6226043701171875e-05
1D,Points:,10,Time:,2.6702880859375e-05
1D,Points:,10,Time:,2.5510787963867188e-05
1D,Points:,10,Time:,2.6464462280273438e-05
1D,Points:,10,Time:,2.6226043701171875e-05
1D,Points:,10,Time:,0.00020766258239746094
1D,Points:,10,Time:,2.7894973754882812e-05
1D,Points:,10,Time:,2.6941299438476562e-05
1D,Points:,11,Time:,3.981590270996094e-05
1D,Points:,11,Time:,2.9802322387695312e-05
1D,Points:,11,Time:,2.7179718017578125e-05
1D,Points:,11,Time:,2.7418136596679688e-05
1D,Points:,11,Time:,2.9802322387695312e-05
1D,Points:,11,Time:,2.86102294921875e-05
1D,Points:,11,Time:,3.170967102050781e-05
1D,Points:,11,Time:,3.075599670410156e-05
1D,Points:,11,Time:,2.7418136596679688e-05
1D,Points:,11,Time:,2.7179718017578125e-05
1D,Points:,11,Time:,2.8848648071289062e-05
1D,Points:,11,Time:,2.7179718017578125e-05
1D,Points:,11,Time:,2.86102294921875e-05
1D,Points:,11,Time:,2.765655517578125e-05
1D,Points:,11,Time:,2.7418136596679688e-05
1D,Points:,11,Time:,2.7179718017578125e-05
1D,Points:,11,Time:,2.7418136596679688e-05
1D,Points:,11,Time:,2.7179718017578125e-05
1D,Points:,11,Time:,2.7179718017578125e-05
1D,Points:,11,Time:,2.7418136596679688e-05
1D,Points:,12,Time:,0.0004761219024658203
1D,Points:,12,Time:,3.504753112792969e-05
1D,Points:,12,Time:,2.6226043701171875e-05
1D,Points:,12,Time:,4.4345855712890625e-05
1D,Points:,12,Time:,3.0994415283203125e-05
1D,Points:,12,Time:,3.147125244140625e-05
1D,Points:,12,Time:,2.9802322387695312e-05
1D,Points:,12,Time:,0.0002818107604980469
1D,Points:,12,Time:,3.218650817871094e-05
1D,Points:,12,Time:,2.9802322387695312e-05
1D,Points:,12,Time:,2.956390380859375e-05
1D,Points:,12,Time:,3.409385681152344e-05
1D,Points:,12,Time:,2.956390380859375e-05
1D,Points:,12,Time:,3.0994415283203125e-05
1D,Points:,12,Time:,2.956390380859375e-05
1D,Points:,12,Time:,3.0517578125e-05
1D,Points:,12,Time:,2.9802322387695312e-05
1D,Points:,12,Time:,2.9802322387695312e-05
1D,Points:,12,Time:,3.123283386230469e-05
1D,Points:,12,Time:,2.9802322387695312e-05
1D,Points:,13,Time:,4.315376281738281e-05
1D,Points:,13,Time:,3.2901763916015625e-05
1D,Points:,13,Time:,3.3855438232421875e-05
1D,Points:,13,Time:,3.337860107421875e-05
1D,Points:,13,Time:,0.0001533031463623047
1D,Points:,13,Time:,3.62396240234375e-05
1D,Points:,13,Time:,3.1948089599609375e-05
1D,Points:,13,Time:,3.218650817871094e-05
1D,Points:,13,Time:,3.170967102050781e-05
1D,Points:,13,Time:,3.4332275390625e-05
1D,Points:,13,Time:,3.170967102050781e-05
1D,Points:,13,Time:,3.1948089599609375e-05
1D,Points:,13,Time:,3.170967102050781e-05
1D,Points:,13,Time:,3.170967102050781e-05
1D,Points:,13,Time:,3.170967102050781e-05
1D,Points:,13,Time:,3.314018249511719e-05
1D,Points:,13,Time:,3.314018249511719e-05
1D,Points:,13,Time:,3.170967102050781e-05
1D,Points:,13,Time:,3.170967102050781e-05
1D,Points:,13,Time:,3.504753112792969e-05
1D,Points:,14,Time:,2.7179718017578125e-05
1D,Points:,14,Time:,1.8835067749023438e-05
1D,Points:,14,Time:,1.6689300537109375e-05
1D,Points:,14,Time:,1.6927719116210938e-05
1D,Points:,14,Time:,1.6450881958007812e-05
1D,Points:,14,Time:,1.9311904907226562e-05
1D,Points:,14,Time:,1.7404556274414062e-05
1D,Points:,14,Time:,1.811981201171875e-05
1D,Points:,14,Time:,1.6450881958007812e-05
1D,Points:,14,Time:,1.7642974853515625e-05
